Date,Time,Timestamp,April 2025_Price,April 2025_Rate_Change,May 2025_Price,May 2025_Rate_Change,June 2025_Price,June 2025_Rate_Change
2025-04-06,12:48:00,2025-04-06 12:48:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:48:00,2025-04-06 12:48:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:48:00,2025-04-06 12:48:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:49:00,2025-04-06 12:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:49:00,2025-04-06 12:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:49:00,2025-04-06 12:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:50:00,2025-04-06 12:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:50:00,2025-04-06 12:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:50:00,2025-04-06 12:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:50:00,2025-04-06 12:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:51:00,2025-04-06 12:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:51:00,2025-04-06 12:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:51:00,2025-04-06 12:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:52:00,2025-04-06 12:52:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:52:00,2025-04-06 12:52:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:52:00,2025-04-06 12:52:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:53:00,2025-04-06 12:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:53:00,2025-04-06 12:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:53:00,2025-04-06 12:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:53:00,2025-04-06 12:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:54:00,2025-04-06 12:54:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:54:00,2025-04-06 12:54:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:54:00,2025-04-06 12:54:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:55:00,2025-04-06 12:55:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:55:00,2025-04-06 12:55:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:55:00,2025-04-06 12:55:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:56:00,2025-04-06 12:56:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:56:00,2025-04-06 12:56:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:56:00,2025-04-06 12:56:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:56:00,2025-04-06 12:56:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:57:00,2025-04-06 12:57:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:57:00,2025-04-06 12:57:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:57:00,2025-04-06 12:57:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:58:00,2025-04-06 12:58:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:58:00,2025-04-06 12:58:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:58:00,2025-04-06 12:58:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:58:00,2025-04-06 12:58:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:59:00,2025-04-06 12:59:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:59:00,2025-04-06 12:59:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,12:59:00,2025-04-06 12:59:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:00:00,2025-04-06 13:00:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:00:00,2025-04-06 13:00:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:00:00,2025-04-06 13:00:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:01:00,2025-04-06 13:01:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:01:00,2025-04-06 13:01:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:01:00,2025-04-06 13:01:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:01:00,2025-04-06 13:01:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:02:00,2025-04-06 13:02:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:02:00,2025-04-06 13:02:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:02:00,2025-04-06 13:02:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:03:00,2025-04-06 13:03:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:03:00,2025-04-06 13:03:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:03:00,2025-04-06 13:03:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:03:00,2025-04-06 13:03:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:04:00,2025-04-06 13:04:00,232.25,-6.2 (-2.6%),N/A,N/A,N/A,N/A
2025-04-06,13:04:00,2025-04-06 13:04:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:04:00,2025-04-06 13:04:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:04:00,2025-04-06 13:04:00,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-06,13:05:00,2025-04-06 13:05:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),232.8,-6.2 (-2.59%)
2025-04-06,13:14:00,2025-04-06 13:14:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),232.8,-6.2 (-2.59%)
2025-04-06,13:16:00,2025-04-06 13:16:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),232.8,-6.2 (-2.59%)
2025-04-06,13:17:00,2025-04-06 13:17:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:18:00,2025-04-06 13:18:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:19:00,2025-04-06 13:19:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:18:00,2025-04-06 13:18:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:20:00,2025-04-06 13:20:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:20:00,2025-04-06 13:20:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:20:00,2025-04-06 13:20:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:20:00,2025-04-06 13:20:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:21:00,2025-04-06 13:21:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:21:00,2025-04-06 13:21:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:21:00,2025-04-06 13:21:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:22:00,2025-04-06 13:22:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:22:00,2025-04-06 13:22:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:22:00,2025-04-06 13:22:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:23:00,2025-04-06 13:23:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:23:00,2025-04-06 13:23:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:23:00,2025-04-06 13:23:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:23:00,2025-04-06 13:23:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:24:00,2025-04-06 13:24:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:24:00,2025-04-06 13:24:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:24:00,2025-04-06 13:24:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:24:00,2025-04-06 13:24:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:25:00,2025-04-06 13:25:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:25:00,2025-04-06 13:25:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:25:00,2025-04-06 13:25:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:25:00,2025-04-06 13:25:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:26:00,2025-04-06 13:26:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:26:00,2025-04-06 13:26:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:26:00,2025-04-06 13:26:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:26:00,2025-04-06 13:26:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:27:00,2025-04-06 13:27:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:27:00,2025-04-06 13:27:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:28:00,2025-04-06 13:28:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:28:00,2025-04-06 13:28:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:28:00,2025-04-06 13:28:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:28:00,2025-04-06 13:28:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:29:00,2025-04-06 13:29:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:29:00,2025-04-06 13:29:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:29:00,2025-04-06 13:29:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:29:00,2025-04-06 13:29:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:30:00,2025-04-06 13:30:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:30:00,2025-04-06 13:30:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:30:00,2025-04-06 13:30:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:30:00,2025-04-06 13:30:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:31:00,2025-04-06 13:31:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:31:00,2025-04-06 13:31:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:31:00,2025-04-06 13:31:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:31:00,2025-04-06 13:31:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:32:00,2025-04-06 13:32:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:32:00,2025-04-06 13:32:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:33:00,2025-04-06 13:33:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:33:00,2025-04-06 13:33:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:33:00,2025-04-06 13:33:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:33:00,2025-04-06 13:33:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:34:00,2025-04-06 13:34:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:34:00,2025-04-06 13:34:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:34:00,2025-04-06 13:34:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:34:00,2025-04-06 13:34:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:35:00,2025-04-06 13:35:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:35:00,2025-04-06 13:35:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:35:00,2025-04-06 13:35:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:35:00,2025-04-06 13:35:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:36:00,2025-04-06 13:36:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:36:00,2025-04-06 13:36:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:36:00,2025-04-06 13:36:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:36:00,2025-04-06 13:36:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:37:00,2025-04-06 13:37:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:37:00,2025-04-06 13:37:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:38:00,2025-04-06 13:38:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:38:00,2025-04-06 13:38:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:38:00,2025-04-06 13:38:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:38:00,2025-04-06 13:38:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:39:00,2025-04-06 13:39:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:39:00,2025-04-06 13:39:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:39:00,2025-04-06 13:39:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:39:00,2025-04-06 13:39:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:40:00,2025-04-06 13:40:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:40:00,2025-04-06 13:40:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:40:00,2025-04-06 13:40:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:40:00,2025-04-06 13:40:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:41:00,2025-04-06 13:41:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:41:00,2025-04-06 13:41:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:41:00,2025-04-06 13:41:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:41:00,2025-04-06 13:41:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:42:00,2025-04-06 13:42:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:42:00,2025-04-06 13:42:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:43:00,2025-04-06 13:43:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:43:00,2025-04-06 13:43:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:43:00,2025-04-06 13:43:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:43:00,2025-04-06 13:43:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:44:00,2025-04-06 13:44:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:44:00,2025-04-06 13:44:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:44:00,2025-04-06 13:44:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:44:00,2025-04-06 13:44:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:45:00,2025-04-06 13:45:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:45:00,2025-04-06 13:45:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:45:00,2025-04-06 13:45:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:45:00,2025-04-06 13:45:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:46:00,2025-04-06 13:46:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:46:00,2025-04-06 13:46:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:46:00,2025-04-06 13:46:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:46:00,2025-04-06 13:46:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:47:00,2025-04-06 13:47:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:47:00,2025-04-06 13:47:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:47:00,2025-04-06 13:47:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:47:00,2025-04-06 13:47:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:48:00,2025-04-06 13:48:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:48:00,2025-04-06 13:48:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:49:00,2025-04-06 13:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:49:00,2025-04-06 13:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:49:00,2025-04-06 13:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:49:00,2025-04-06 13:49:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:50:00,2025-04-06 13:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:50:00,2025-04-06 13:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:50:00,2025-04-06 13:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:50:00,2025-04-06 13:50:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:51:00,2025-04-06 13:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:51:00,2025-04-06 13:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:51:00,2025-04-06 13:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:51:00,2025-04-06 13:51:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:52:00,2025-04-06 13:52:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:52:00,2025-04-06 13:52:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:53:00,2025-04-06 13:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:53:00,2025-04-06 13:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
2025-04-06,13:53:00,2025-04-06 13:53:00,232.25,-6.2 (-2.6%),232.8,-6.2 (-2.59%),234.2,-6.95 (-2.88%)
